bit_change,one_ratio,prefix_number,zero_ratio,is_prefix,max_len,total_len,word_number,classe
4,0.44,19,0.56,0,7,25,5,1
4,0.7,12,0.3,0,6,20,5,0
3,0.5294117647058824,14,0.47058823529411764,1,6,17,4,1
4,0.5454545454545454,17,0.45454545454545453,1,6,22,5,1
2,0.45454545454545453,10,0.5454545454545454,0,6,11,3,1
1,0.1111111111111111,5,0.8888888888888888,0,5,9,2,1
2,0.3333333333333333,7,0.6666666666666666,0,6,9,4,1
4,0.5833333333333334,9,0.4166666666666667,0,4,12,5,0
2,0.5714285714285714,6,0.42857142857142855,0,3,7,3,0
1,0.1,7,0.9,0,7,10,2,1
4,0.5625,26,0.4375,1,7,32,5,1
1,0.42857142857142855,7,0.5714285714285714,1,4,7,2,1
3,0.13043478260869565,9,0.8695652173913043,0,7,23,5,0
1,0.25,8,0.75,1,6,8,2,1
4,0.42857142857142855,23,0.5714285714285714,1,7,28,5,1
4,0.3333333333333333,9,0.6666666666666666,0,6,15,5,0
1,0.45454545454545453,11,0.5454545454545454,1,7,11,2,1
3,0.5,14,0.5,0,6,18,4,0
1,0.38461538461538464,13,0.6153846153846154,1,7,13,2,1
3,0.6428571428571429,10,0.35714285714285715,0,6,14,4,0
4,0.4,20,0.6,0,7,25,5,1
2,0.5,8,0.5,0,6,10,4,1
2,0.5384615384615384,10,0.46153846153846156,0,7,13,3,1
3,0.6875,13,0.3125,0,7,16,4,1
3,0.5,19,0.5,0,7,22,5,1
1,0.625,7,0.375,1,6,8,2,1
4,0.42857142857142855,14,0.5714285714285714,0,6,21,5,0
3,0.7692307692307693,9,0.23076923076923078,0,7,13,4,0
2,0.4,3,0.6,0,2,5,3,1
3,0.4375,13,0.5625,1,5,16,4,1
2,0.7222222222222222,17,0.2777777777777778,1,7,18,3,1
1,0.7,10,0.3,1,5,10,2,1
4,0.5,18,0.5,0,6,22,5,1
4,0.6428571428571429,10,0.35714285714285715,0,5,14,5,0
4,0.5454545454545454,17,0.45454545454545453,0,6,22,5,1
3,0.42857142857142855,16,0.5714285714285714,0,7,21,5,1
3,0.5882352941176471,13,0.4117647058823529,1,6,17,4,1
1,0.7142857142857143,6,0.2857142857142857,1,4,7,2,1
4,0.65,14,0.35,0,7,20,5,1
1,0.6363636363636364,11,0.36363636363636365,1,7,11,2,1
1,0.3333333333333333,7,0.6666666666666666,1,5,9,2,1
2,0.5714285714285714,13,0.42857142857142855,1,6,14,3,1
1,0.45454545454545453,11,0.5454545454545454,1,7,11,2,1
4,0.5454545454545454,15,0.45454545454545453,0,5,22,5,1
1,0.5,8,0.5,1,5,8,2,1
1,0.25,7,0.75,0,7,8,2,1
1,0.5,8,0.5,1,4,8,2,1
2,0.5,5,0.5,0,4,8,5,1
2,0.2857142857142857,12,0.7142857142857143,1,6,14,3,1
2,0.35714285714285715,13,0.6428571428571429,0,7,14,3,1
1,0.46153846153846156,12,0.5384615384615384,1,7,13,2,1
2,0.7777777777777778,8,0.2222222222222222,0,5,9,3,0
3,0.5,14,0.5,0,7,18,4,1
3,0.6,8,0.4,0,4,10,4,0
1,0.4,5,0.6,1,4,5,2,1
1,0.375,8,0.625,1,7,8,2,1
2,0.46153846153846156,11,0.5384615384615384,0,6,13,4,1
2,0.7142857142857143,4,0.2857142857142857,0,3,7,3,1
3,0.4444444444444444,16,0.5555555555555556,0,7,18,4,1
2,0.6,13,0.4,1,7,15,3,1
1,0.375,8,0.625,1,5,8,2,1
4,0.6551724137931034,21,0.3448275862068966,0,7,29,5,1
3,0.5,12,0.5,0,7,14,4,0
1,0.6666666666666666,6,0.3333333333333333,1,5,6,2,1
2,0.6666666666666666,8,0.3333333333333333,0,5,9,3,1
3,0.47058823529411764,14,0.5294117647058824,0,7,17,4,1
4,0.45,16,0.55,0,6,20,5,0
4,0.2631578947368421,14,0.7368421052631579,0,7,19,5,0
2,0.38461538461538464,12,0.6153846153846154,1,7,13,3,1
1,0.625,6,0.375,1,5,8,2,1
3,0.29411764705882354,13,0.7058823529411765,0,7,17,4,0
4,0.5789473684210527,15,0.42105263157894735,1,6,19,5,1
3,0.3333333333333333,4,0.6666666666666666,0,3,6,4,0
3,0.43478260869565216,19,0.5652173913043478,1,7,23,4,1
1,0.625,8,0.375,1,5,8,2,1
2,0.5,11,0.5,1,6,12,3,1
4,0.38095238095238093,16,0.6190476190476191,0,7,21,5,0
1,0.5,14,0.5,1,7,14,2,1
4,0.6,9,0.4,0,5,15,5,0
2,0.631578947368421,18,0.3684210526315789,1,7,19,3,1
3,0.6923076923076923,11,0.3076923076923077,0,5,13,4,1
1,0.42857142857142855,7,0.5714285714285714,1,6,7,2,1
2,0.6666666666666666,8,0.3333333333333333,1,5,9,3,1
3,0.4782608695652174,20,0.5217391304347826,1,7,23,4,1
1,0.75,3,0.25,0,2,4,3,1
1,0.8,4,0.2,1,3,5,2,1
2,0.6,18,0.4,1,7,20,3,1
2,0.625,11,0.375,1,6,16,3,1
3,0.6111111111111112,16,0.3888888888888889,0,7,18,4,1
3,0.5789473684210527,13,0.42105263157894735,0,7,19,4,1
3,0.6875,12,0.3125,0,7,16,4,0
1,0.3333333333333333,5,0.6666666666666666,1,4,6,2,1
2,0.7777777777777778,8,0.2222222222222222,1,4,9,3,1
3,0.5,8,0.5,1,4,10,4,1
1,0.4444444444444444,6,0.5555555555555556,0,6,9,2,1
3,0.7692307692307693,9,0.23076923076923078,0,6,13,4,0
2,0.5789473684210527,17,0.42105263157894735,1,7,19,3,1
3,0.3,16,0.7,1,7,20,4,1
4,0.55,16,0.45,0,7,20,5,1
1,0.3,8,0.7,1,6,10,2,1
3,0.5,12,0.5,0,7,18,4,1
1,0.3333333333333333,7,0.6666666666666666,0,7,9,2,1
3,0.3684210526315789,13,0.631578947368421,0,7,19,4,0
4,0.2916666666666667,14,0.7083333333333334,1,6,24,5,1
4,0.5,15,0.5,0,7,22,5,1
1,0.45454545454545453,7,0.5454545454545454,1,6,11,2,1
3,0.5,16,0.5,0,7,18,4,1
1,0.38461538461538464,13,0.6153846153846154,1,7,13,2,1
2,0.5,11,0.5,0,7,14,3,1
2,0.7692307692307693,12,0.23076923076923078,0,7,13,3,1
1,1.0,4,0.0,0,4,6,2,0
2,0.7777777777777778,6,0.2222222222222222,0,5,9,3,1
3,0.6842105263157895,16,0.3157894736842105,0,7,19,5,0
3,0.4444444444444444,15,0.5555555555555556,0,7,18,4,1
2,0.5714285714285714,9,0.42857142857142855,0,7,14,3,0
1,0.3333333333333333,6,0.6666666666666666,1,5,9,2,1
2,0.375,13,0.625,0,7,16,3,1
1,0.5555555555555556,9,0.4444444444444444,1,6,9,2,1
2,0.3888888888888889,15,0.6111111111111112,1,7,18,3,1
2,0.4,9,0.6,0,5,10,3,0
4,0.35714285714285715,10,0.6428571428571429,0,5,14,5,0
1,0.5833333333333334,11,0.4166666666666667,1,7,12,2,1
4,0.6,25,0.4,1,7,30,5,1
2,0.5625,15,0.4375,1,7,16,3,1
2,0.3333333333333333,9,0.6666666666666666,0,7,12,4,0
1,0.375,7,0.625,1,5,8,2,1
3,0.6,8,0.4,0,5,10,4,0
3,0.4375,13,0.5625,0,6,16,4,0
1,0.5454545454545454,7,0.45454545454545453,1,6,11,2,1
1,0.36363636363636365,10,0.6363636363636364,1,6,11,2,1
3,0.36363636363636365,8,0.6363636363636364,0,4,11,4,1
3,0.5,10,0.5,0,6,16,4,1
3,0.6111111111111112,15,0.3888888888888889,1,7,18,4,1
2,0.4166666666666667,10,0.5833333333333334,1,6,12,3,1
2,0.6666666666666666,9,0.3333333333333333,1,7,12,3,1
1,0.5454545454545454,10,0.45454545454545453,1,7,11,2,1
3,0.47368421052631576,16,0.5263157894736842,0,7,19,4,0
4,0.6666666666666666,13,0.3333333333333333,0,6,18,5,0
3,0.5,15,0.5,1,7,18,4,1
1,0.6363636363636364,10,0.36363636363636365,1,6,11,2,1
1,0.6,3,0.4,0,3,5,2,1
1,0.25,6,0.75,0,6,8,2,1
1,0.6153846153846154,7,0.38461538461538464,0,7,13,2,1
4,0.46153846153846156,19,0.5384615384615384,0,7,26,5,0
3,0.6153846153846154,10,0.38461538461538464,0,6,13,4,0
2,0.5,5,0.5,0,3,6,3,1
3,0.5555555555555556,14,0.4444444444444444,0,7,18,4,0
2,0.5714285714285714,5,0.42857142857142855,0,4,7,3,1
1,0.625,7,0.375,1,6,8,2,1
2,0.5,7,0.5,0,6,8,3,0
4,0.35714285714285715,9,0.6428571428571429,0,5,14,5,0
3,0.5789473684210527,16,0.42105263157894735,1,7,19,4,1
1,0.7142857142857143,6,0.2857142857142857,1,4,7,2,1
2,0.36363636363636365,9,0.6363636363636364,0,6,11,3,1
1,0.6,4,0.4,1,3,5,2,1
1,0.35714285714285715,11,0.6428571428571429,1,7,14,2,1
4,0.4090909090909091,17,0.5909090909090909,0,7,22,5,1
3,0.6,15,0.4,0,6,20,4,1
2,0.42857142857142855,4,0.5714285714285714,0,3,7,3,1
4,0.5882352941176471,10,0.4117647058823529,0,6,17,5,0
2,0.7272727272727273,7,0.2727272727272727,0,5,11,4,1
2,0.5,9,0.5,1,5,10,3,1
1,0.6666666666666666,6,0.3333333333333333,1,3,6,2,1
1,0.625,6,0.375,0,6,8,2,1
2,0.47058823529411764,15,0.5294117647058824,1,7,17,3,1
3,0.4166666666666667,10,0.5833333333333334,0,5,12,4,0
3,0.3684210526315789,15,0.631578947368421,0,7,19,4,1
2,0.3333333333333333,5,0.6666666666666666,0,4,6,3,0
2,0.42857142857142855,4,0.5714285714285714,0,4,7,3,1
0,0.42857142857142855,7,0.5714285714285714,1,7,7,1,1
4,0.5,14,0.5,0,6,20,5,0
3,0.5263157894736842,14,0.47368421052631576,1,6,19,4,1
3,0.45,18,0.55,0,7,20,4,1
3,0.4583333333333333,19,0.5416666666666666,1,7,24,4,1
2,0.4375,9,0.5625,0,6,16,4,1
4,0.6842105263157895,10,0.3157894736842105,0,6,19,5,0
4,0.45454545454545453,11,0.5454545454545454,0,7,22,5,0
4,0.5263157894736842,12,0.47368421052631576,0,6,19,5,0
4,0.36363636363636365,18,0.6363636363636364,0,7,22,5,0
1,0.5555555555555556,8,0.4444444444444444,1,7,9,2,1
1,0.7142857142857143,5,0.2857142857142857,0,5,7,2,1
1,0.4,7,0.6,0,7,10,2,1
3,0.46153846153846156,11,0.5384615384615384,0,6,13,4,0
3,0.5294117647058824,14,0.47058823529411764,0,7,17,4,1
4,0.48148148148148145,22,0.5185185185185185,1,7,27,5,1
4,0.6071428571428571,21,0.39285714285714285,0,7,28,5,1
1,0.6666666666666666,5,0.3333333333333333,0,5,6,2,1
1,0.6666666666666666,5,0.3333333333333333,0,4,6,3,1
2,0.5,9,0.5,0,4,16,5,1
3,0.4444444444444444,14,0.5555555555555556,0,5,18,4,1
0,0.7142857142857143,7,0.2857142857142857,1,7,7,1,1
3,0.5555555555555556,12,0.4444444444444444,1,6,18,4,1
4,0.43478260869565216,19,0.5652173913043478,0,7,23,5,0
4,0.5909090909090909,14,0.4090909090909091,0,7,22,5,0
4,0.6,11,0.4,0,5,15,5,0
3,0.6153846153846154,8,0.38461538461538464,0,4,13,4,0
3,0.47058823529411764,13,0.5294117647058824,0,7,17,4,0
3,0.35714285714285715,12,0.6428571428571429,0,6,14,4,0
4,0.631578947368421,11,0.3684210526315789,0,6,19,5,0
4,0.3684210526315789,14,0.631578947368421,0,6,19,5,1
3,0.625,6,0.375,0,3,8,4,0
2,0.2222222222222222,7,0.7777777777777778,0,7,9,3,1
1,0.5555555555555556,8,0.4444444444444444,1,5,9,2,1
4,0.4230769230769231,19,0.5769230769230769,1,6,26,5,1
1,0.5555555555555556,7,0.4444444444444444,0,7,9,2,1
2,0.625,7,0.375,1,5,8,3,1
1,0.42857142857142855,6,0.5714285714285714,1,5,7,2,1
3,0.5333333333333333,12,0.4666666666666667,0,7,15,4,1
4,0.3684210526315789,14,0.631578947368421,0,7,19,5,0
3,0.5,15,0.5,0,7,20,4,0
1,0.8181818181818182,11,0.18181818181818182,1,6,11,2,1
4,0.5625,9,0.4375,0,5,16,5,0
3,0.6521739130434783,16,0.34782608695652173,1,7,23,4,1
4,0.5,13,0.5,0,7,18,5,0
3,0.5,16,0.5,0,7,18,4,1
2,0.9230769230769231,9,0.07692307692307693,0,5,13,3,0
1,0.6666666666666666,9,0.3333333333333333,1,7,9,2,1
3,0.42105263157894735,17,0.5789473684210527,0,7,19,4,1
2,0.6666666666666666,7,0.3333333333333333,1,5,9,3,1
4,0.6666666666666666,15,0.3333333333333333,0,7,18,5,0
2,0.5333333333333333,14,0.4666666666666667,1,7,15,3,1
2,0.5454545454545454,10,0.45454545454545453,1,5,11,3,1
2,0.47368421052631576,17,0.5263157894736842,1,7,19,3,1
2,0.6923076923076923,12,0.3076923076923077,1,6,13,3,1
4,0.5909090909090909,19,0.4090909090909091,0,7,22,5,0
3,0.6,16,0.4,1,7,20,4,1
3,0.47619047619047616,18,0.5238095238095238,1,6,21,4,1
1,0.25,8,0.75,1,7,8,2,1
1,0.2727272727272727,11,0.7272727272727273,1,6,11,2,1
3,0.45454545454545453,7,0.5454545454545454,0,4,11,4,1
1,0.2727272727272727,11,0.7272727272727273,1,6,11,2,1
1,0.6,5,0.4,1,3,5,2,1
1,0.5,8,0.5,1,4,8,2,1
3,0.5555555555555556,15,0.4444444444444444,1,6,18,4,1
2,0.5,13,0.5,1,7,16,3,1
4,0.5,10,0.5,0,4,14,5,0
2,0.5454545454545454,6,0.45454545454545453,1,4,11,3,1
1,0.42857142857142855,14,0.5714285714285714,1,7,14,2,1
3,0.5,18,0.5,1,7,22,4,1
4,0.42105263157894735,15,0.5789473684210527,0,7,19,5,0
1,0.5714285714285714,7,0.42857142857142855,1,5,7,2,1
3,0.6363636363636364,18,0.36363636363636365,1,6,22,4,1
1,0.375,8,0.625,1,5,8,2,1
4,0.4230769230769231,20,0.5769230769230769,0,6,26,5,1
1,0.6666666666666666,8,0.3333333333333333,1,6,9,2,1
1,0.75,9,0.25,1,7,12,2,1
1,0.8333333333333334,4,0.16666666666666666,1,3,6,2,1
2,0.5294117647058824,14,0.47058823529411764,1,7,17,3,1
4,0.5714285714285714,8,0.42857142857142855,0,4,14,5,0
4,0.5,10,0.5,0,5,16,5,0
2,0.25,7,0.75,0,4,8,3,0
4,0.4,14,0.6,0,6,20,5,0
2,0.5,13,0.5,1,7,14,3,1
4,0.5384615384615384,22,0.46153846153846156,1,7,26,5,1
1,0.5714285714285714,14,0.42857142857142855,1,7,14,2,1
1,0.75,7,0.25,0,7,8,2,1
2,0.42105263157894735,16,0.5789473684210527,1,7,19,3,1
2,0.42857142857142855,13,0.5714285714285714,1,5,14,3,1
4,0.5454545454545454,16,0.45454545454545453,1,6,22,5,1
2,0.4666666666666667,12,0.5333333333333333,0,7,15,3,1
2,0.5384615384615384,11,0.46153846153846156,0,7,13,3,1
3,0.5294117647058824,12,0.47058823529411764,0,5,17,4,1
3,0.4444444444444444,6,0.5555555555555556,0,4,9,4,0
3,0.5882352941176471,14,0.4117647058823529,1,7,17,4,1
2,0.5,8,0.5,0,7,10,3,1
2,0.6428571428571429,13,0.35714285714285715,1,6,14,3,1
4,0.38095238095238093,17,0.6190476190476191,0,6,21,5,1
3,0.6666666666666666,15,0.3333333333333333,1,6,18,4,1
1,0.625,6,0.375,1,4,8,2,1
3,0.4444444444444444,14,0.5555555555555556,1,7,18,4,1
4,0.6111111111111112,15,0.3888888888888889,0,7,18,5,0
1,0.5,12,0.5,1,7,14,2,1
2,0.3333333333333333,3,0.6666666666666666,0,3,6,3,0
3,0.4444444444444444,14,0.5555555555555556,0,7,18,4,0
4,0.5217391304347826,16,0.4782608695652174,0,7,23,5,0
2,0.6470588235294118,15,0.35294117647058826,1,7,17,3,1
3,0.38461538461538464,10,0.6153846153846154,0,7,13,4,0
3,0.5384615384615384,11,0.46153846153846156,1,5,13,4,1
2,0.6666666666666666,12,0.3333333333333333,1,6,15,3,1
3,0.5,9,0.5,0,6,14,4,0
3,0.4166666666666667,7,0.5833333333333334,0,6,12,4,0
3,0.5,9,0.5,0,6,12,4,1
4,0.4090909090909091,16,0.5909090909090909,0,7,22,5,1
3,0.42105263157894735,14,0.5789473684210527,0,7,19,4,1
1,0.3333333333333333,6,0.6666666666666666,1,5,6,2,1
2,0.5,11,0.5,1,7,12,3,1
1,0.2222222222222222,5,0.7777777777777778,0,5,9,3,1
3,0.5789473684210527,15,0.42105263157894735,0,6,19,4,1
3,0.4444444444444444,7,0.5555555555555556,0,4,9,4,0
3,0.5882352941176471,15,0.4117647058823529,1,6,17,4,1
2,0.35714285714285715,13,0.6428571428571429,1,6,14,3,1
4,0.5357142857142857,20,0.4642857142857143,0,7,28,5,1
3,0.5,13,0.5,0,6,16,4,0
2,0.3888888888888889,16,0.6111111111111112,1,7,18,3,1
2,0.625,15,0.375,1,6,16,3,1
1,0.4166666666666667,12,0.5833333333333334,1,6,12,2,1
3,0.631578947368421,16,0.3684210526315789,1,7,19,4,1
1,0.5,9,0.5,1,6,10,2,1
2,0.5384615384615384,9,0.46153846153846156,0,6,13,3,1
2,0.6666666666666666,10,0.3333333333333333,1,5,12,3,1
3,0.5,13,0.5,0,6,16,4,1
4,0.5384615384615384,16,0.46153846153846156,0,7,26,5,1
2,0.2222222222222222,7,0.7777777777777778,0,5,9,3,0
3,0.6190476190476191,17,0.38095238095238093,1,6,21,4,1
4,0.42105263157894735,16,0.5789473684210527,0,7,19,5,0
2,0.4444444444444444,8,0.5555555555555556,0,5,9,3,1
2,0.23076923076923078,9,0.7692307692307693,0,7,13,3,0
4,0.4,11,0.6,0,5,15,5,0
1,0.6666666666666666,7,0.3333333333333333,0,7,9,2,1
2,0.6111111111111112,11,0.3888888888888889,0,7,18,3,1
3,0.6190476190476191,15,0.38095238095238093,0,7,21,4,1
1,0.2,5,0.8,1,3,5,2,1
1,0.42857142857142855,6,0.5714285714285714,0,5,7,3,1
2,0.5,12,0.5,1,6,14,3,1
3,0.35,18,0.65,1,7,20,4,1
3,0.5,9,0.5,0,5,12,5,0
1,0.875,6,0.125,0,6,8,2,1
1,1.0,4,0.0,0,4,5,2,0
4,0.5833333333333334,19,0.4166666666666667,0,7,24,5,1
3,0.45,17,0.55,0,6,20,4,1
3,0.3125,13,0.6875,1,6,16,4,1
1,0.5,8,0.5,1,6,8,2,1
1,0.4444444444444444,9,0.5555555555555556,1,5,9,2,1
2,0.16666666666666666,5,0.8333333333333334,0,3,6,3,0
1,0.5,12,0.5,1,7,12,2,1
4,0.4117647058823529,8,0.5882352941176471,0,5,17,5,1
2,0.5833333333333334,10,0.4166666666666667,0,6,12,4,1
4,0.6521739130434783,15,0.34782608695652173,0,7,23,5,1
4,0.47619047619047616,18,0.5238095238095238,0,7,21,5,1
1,0.42857142857142855,6,0.5714285714285714,0,6,7,2,1
2,0.4166666666666667,9,0.5833333333333334,1,6,12,3,1
3,0.6666666666666666,14,0.3333333333333333,0,7,18,4,1
3,0.38461538461538464,9,0.6153846153846154,0,6,13,4,1
1,0.7142857142857143,11,0.2857142857142857,1,7,14,2,1
4,0.3125,10,0.6875,0,5,16,5,1
4,0.3125,11,0.6875,0,5,16,5,0
1,0.7142857142857143,5,0.2857142857142857,1,4,7,2,1
2,0.5,9,0.5,1,4,10,3,1
1,0.42857142857142855,6,0.5714285714285714,0,6,7,2,1
4,0.3888888888888889,13,0.6111111111111112,0,6,18,5,0
3,0.625,5,0.375,0,3,8,4,0
4,0.36363636363636365,17,0.6363636363636364,0,6,22,5,0
2,0.5555555555555556,8,0.4444444444444444,0,5,9,3,1
2,0.5333333333333333,13,0.4666666666666667,1,5,15,3,1
4,0.4583333333333333,18,0.5416666666666666,0,6,24,5,1
4,0.47619047619047616,15,0.5238095238095238,0,6,21,5,1
2,0.6,9,0.4,0,5,10,3,0
3,0.47058823529411764,13,0.5294117647058824,1,7,17,4,1
1,0.6,10,0.4,1,6,10,2,1
3,0.5,6,0.5,0,3,10,4,0
2,0.42105263157894735,17,0.5789473684210527,1,7,19,3,1
2,0.38461538461538464,12,0.6153846153846154,1,7,13,3,1
2,0.36363636363636365,7,0.6363636363636364,0,5,11,3,1
3,0.6666666666666666,16,0.3333333333333333,0,7,18,4,1
3,0.25,4,0.75,0,2,8,4,1
3,0.3888888888888889,15,0.6111111111111112,1,7,18,4,1
3,0.38461538461538464,9,0.6153846153846154,0,5,13,4,0
1,0.2222222222222222,8,0.7777777777777778,1,7,9,2,1
3,0.35,17,0.65,1,7,20,4,1
3,0.5454545454545454,19,0.45454545454545453,0,7,22,4,1
3,0.5,14,0.5,1,6,16,4,1
2,0.7222222222222222,12,0.2777777777777778,1,7,18,3,1
2,0.4166666666666667,11,0.5833333333333334,1,7,12,3,1
1,0.5384615384615384,13,0.46153846153846156,1,7,13,2,1
1,0.5555555555555556,6,0.4444444444444444,0,6,9,2,1
2,0.36363636363636365,9,0.6363636363636364,0,5,11,3,1
1,0.8181818181818182,9,0.18181818181818182,1,7,11,2,1
3,0.5384615384615384,11,0.46153846153846156,0,7,13,4,0
3,0.4117647058823529,14,0.5882352941176471,1,6,17,4,1
3,0.4375,14,0.5625,0,7,16,4,1
2,0.5,9,0.5,0,5,10,3,1
4,0.5625,11,0.4375,0,7,16,5,0
3,0.35,17,0.65,1,7,20,4,1
3,0.35294117647058826,14,0.6470588235294118,1,7,17,4,1
2,0.5384615384615384,9,0.46153846153846156,0,6,13,3,1
2,0.5,7,0.5,0,5,10,3,1
4,0.42105263157894735,12,0.5789473684210527,0,7,19,5,0
4,0.2962962962962963,16,0.7037037037037037,0,7,27,5,1
2,0.7,8,0.3,1,5,10,3,1
2,0.7,5,0.3,0,5,10,3,1
2,0.6428571428571429,10,0.35714285714285715,0,6,14,3,1
2,0.6428571428571429,11,0.35714285714285715,1,7,14,3,1
4,0.6190476190476191,16,0.38095238095238093,0,7,21,5,1
2,0.5833333333333334,10,0.4166666666666667,0,6,12,3,1
2,0.7142857142857143,6,0.2857142857142857,0,4,7,3,0
3,0.5217391304347826,17,0.4782608695652174,0,7,23,5,1
4,0.5454545454545454,16,0.45454545454545453,0,7,22,5,1
4,0.5384615384615384,9,0.46153846153846156,0,4,13,5,0
1,0.6,10,0.4,1,7,10,2,1
3,0.38095238095238093,18,0.6190476190476191,0,7,21,4,0
1,0.5,10,0.5,1,5,10,2,1
4,0.5263157894736842,15,0.47368421052631576,0,7,19,5,0
2,0.3125,15,0.6875,1,7,16,3,1
2,0.42857142857142855,13,0.5714285714285714,1,7,14,3,1
1,0.23076923076923078,9,0.7692307692307693,1,7,13,2,1
2,0.6666666666666666,12,0.3333333333333333,1,7,15,3,1
2,0.7272727272727273,9,0.2727272727272727,0,6,11,3,0
3,0.65,12,0.35,0,5,20,5,1
2,0.6,8,0.4,0,5,10,3,1
4,0.5,12,0.5,0,7,16,5,0
1,0.5,8,0.5,1,5,8,2,1
3,0.5555555555555556,16,0.4444444444444444,0,7,18,4,1
2,0.5,13,0.5,1,6,14,3,1
2,0.6666666666666666,9,0.3333333333333333,1,5,12,3,1
3,0.6153846153846154,10,0.38461538461538464,0,6,13,4,1
4,0.6,17,0.4,1,6,25,5,1
4,0.4642857142857143,20,0.5357142857142857,1,6,28,5,1
4,0.4782608695652174,17,0.5217391304347826,1,7,23,5,1
1,0.16666666666666666,4,0.8333333333333334,1,3,6,2,1
4,0.5882352941176471,13,0.4117647058823529,0,6,17,5,0
4,0.47619047619047616,17,0.5238095238095238,0,7,21,5,0
4,0.5294117647058824,13,0.47058823529411764,0,5,17,5,0
4,0.8333333333333334,13,0.16666666666666666,0,7,18,5,0
2,0.4166666666666667,11,0.5833333333333334,1,4,12,3,1
3,0.4,8,0.6,0,5,10,4,0
3,0.46153846153846156,10,0.5384615384615384,0,7,13,4,0
2,0.5333333333333333,14,0.4666666666666667,1,7,15,3,1
3,0.7272727272727273,8,0.2727272727272727,0,5,11,4,0
2,0.4,7,0.6,0,6,10,3,1
3,0.7142857142857143,12,0.2857142857142857,0,6,14,4,0
2,0.375,11,0.625,1,7,16,3,1
3,0.6428571428571429,10,0.35714285714285715,0,7,14,4,0
3,0.5333333333333333,12,0.4666666666666667,0,6,15,4,1
1,0.42857142857142855,3,0.5714285714285714,0,3,7,3,1
3,0.5,15,0.5,0,7,22,4,1
1,0.4,7,0.6,1,6,10,2,1
2,0.4375,13,0.5625,1,6,16,3,1
3,0.5,12,0.5,0,5,16,4,1
3,0.3125,11,0.6875,0,6,16,5,0
4,0.4444444444444444,13,0.5555555555555556,0,7,18,5,0
4,0.36363636363636365,14,0.6363636363636364,0,7,22,5,0
3,0.5333333333333333,12,0.4666666666666667,0,6,15,4,1
2,0.8181818181818182,6,0.18181818181818182,0,6,11,4,0
2,0.38461538461538464,12,0.6153846153846154,1,7,13,3,1
4,0.6785714285714286,23,0.32142857142857145,1,7,28,5,1
3,0.5263157894736842,15,0.47368421052631576,1,7,19,4,1
1,0.5714285714285714,6,0.42857142857142855,0,6,7,2,1
4,0.5909090909090909,18,0.4090909090909091,0,7,22,5,1
1,0.8333333333333334,5,0.16666666666666666,0,4,6,3,1
1,0.375,7,0.625,0,7,8,2,1
2,0.6666666666666666,8,0.3333333333333333,1,6,9,3,1
4,0.3888888888888889,14,0.6111111111111112,0,6,18,5,1
2,0.26666666666666666,10,0.7333333333333333,0,6,15,3,1
3,0.52,22,0.48,1,7,25,4,1
2,0.18181818181818182,8,0.8181818181818182,0,6,11,4,0
3,0.2727272727272727,16,0.7272727272727273,1,7,22,4,1
3,0.4444444444444444,14,0.5555555555555556,0,7,18,4,1
1,0.3333333333333333,11,0.6666666666666666,1,7,12,2,1
1,0.5,10,0.5,1,7,10,2,1
4,0.43478260869565216,17,0.5652173913043478,0,6,23,5,1
2,0.42857142857142855,6,0.5714285714285714,0,4,7,3,0
2,0.7,9,0.3,1,4,10,3,1
4,0.5,10,0.5,0,7,14,5,0
3,0.5333333333333333,12,0.4666666666666667,0,6,15,4,1
2,0.6666666666666666,12,0.3333333333333333,1,6,18,3,1
1,0.375,8,0.625,1,4,8,2,1
2,0.36363636363636365,8,0.6363636363636364,0,5,11,3,1
3,0.3125,13,0.6875,0,7,16,4,1
4,0.5555555555555556,13,0.4444444444444444,0,7,18,5,0
4,0.47619047619047616,16,0.5238095238095238,0,7,21,5,1
1,0.45454545454545453,11,0.5454545454545454,1,7,11,2,1
3,0.6666666666666666,19,0.3333333333333333,1,7,21,4,1
4,0.4666666666666667,12,0.5333333333333333,0,7,15,5,0
2,0.5714285714285714,6,0.42857142857142855,0,3,7,3,0
4,0.5555555555555556,14,0.4444444444444444,0,6,18,5,0
4,0.5,19,0.5,1,6,24,5,1
4,0.7647058823529411,14,0.23529411764705882,0,7,17,5,0
0,0.2857142857142857,7,0.7142857142857143,1,7,7,1,1
4,0.5,21,0.5,1,7,28,5,1
3,0.4117647058823529,14,0.5882352941176471,0,7,17,4,1
2,0.0,3,1.0,0,3,8,3,0
1,0.4166666666666667,10,0.5833333333333334,1,7,12,2,1
2,0.46153846153846156,10,0.5384615384615384,1,5,13,3,1
4,0.3888888888888889,15,0.6111111111111112,0,5,18,5,0
1,0.625,6,0.375,0,6,8,2,1
4,0.45,13,0.55,0,7,20,5,0
2,0.36363636363636365,10,0.6363636363636364,0,5,11,3,1
4,0.38095238095238093,16,0.6190476190476191,0,7,21,5,1
2,0.5454545454545454,6,0.45454545454545453,0,5,11,3,1
2,0.5,17,0.5,1,7,18,3,1
3,0.5882352941176471,10,0.4117647058823529,0,6,17,4,1
3,0.5909090909090909,17,0.4090909090909091,0,7,22,4,1
1,0.7142857142857143,7,0.2857142857142857,1,5,7,2,1
4,0.5294117647058824,11,0.47058823529411764,0,6,17,5,0
